step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
0,CASH_OUT,14293.03,C003726,388.6300000000001,0.0,C002577,0,0,1,1
0,CASH_OUT,1153.82,C003139,0.0,0.0,C000198,0,0,0,0
0,PAYMENT,1252.82,C003484,0.0,0.0,C003603,0,0,0,0
0,CASH_IN,818.68,C004790,481.24,1299.92,C002697,0,0,0,0
0,TRANSFER,12810.11,C004934,6356.200000000001,0.0,C002847,0,0,1,1
0,PAYMENT,469.26,C003014,0.0,0.0,C000432,0,0,0,0
0,CASH_OUT,3600.33,C000581,584.55,0.0,C004224,0,0,0,0
0,CASH_OUT,9883.5,C001217,4435.670000000002,0.0,C002127,0,0,1,0
0,CASH_IN,1116.28,C004900,638.74,1755.02,C000551,0,0,0,0
0,CASH_OUT,2337.31,C000922,31607.82000000003,29270.510000000028,C000063,0,0,0,0
0,PAYMENT,3658.11,C001605,12091.289999999999,8433.179999999998,C004967,0,0,1,0
0,CASH_OUT,4561.16,C003584,2037.72,0.0,C000665,0,0,0,0
0,CASH_OUT,4600.01,C002678,1346.4,0.0,C000874,0,0,0,0
0,PAYMENT,1516.01,C000592,681.1600000000001,0.0,C002189,0,0,0,0
0,CASH_OUT,1932.02,C003280,1035.7,0.0,C000046,0,0,0,0
0,TRANSFER,14756.99,C000116,0.0,0.0,C001332,0,0,1,1
0,PAYMENT,868.16,C004301,0.0,0.0,C003563,0,0,0,0
0,PAYMENT,1526.88,C004070,0.0,0.0,C003519,0,0,0,0
0,CASH_OUT,2396.43,C003659,0.0,0.0,C000024,0,0,0,0
0,CASH_IN,4046.18,C002530,11026.2,15072.380000000001,C001998,0,0,0,0
0,CASH_OUT,2550.21,C001896,2302.37,0.0,C001716,0,0,0,0
0,CASH_OUT,2180.44,C001858,1369.9,0.0,C001779,0,0,0,0
0,PAYMENT,552.53,C003054,3480.3799999999997,2927.8499999999995,C001906,0,0,0,0
0,CASH_OUT,2445.6,C003875,6528.200000000003,4082.6000000000026,C000513,0,0,0,0
0,PAYMENT,5613.17,C002928,0.0,0.0,C003818,0,0,1,0
0,CASH_OUT,1786.92,C002126,1985.83,198.90999999999985,C002647,0,0,0,0
0,CASH_OUT,10000.0,C000000,0.0,0.0,C004407,0,0,0,0
0,CASH_IN,1363.5,C002853,0.0,1363.5,C002057,0,0,0,0
0,CASH_OUT,10000.0,C004140,2950.029999999999,0.0,C000888,0,0,0,0
0,TRANSFER,2586.16,C004287,0.0,0.0,C003623,0,0,0,0
0,CASH_OUT,1845.37,C003482,44115.0,42269.63,C004563,0,0,0,0
0,CASH_OUT,3909.46,C001790,56231.41,52321.950000000004,C003221,0,0,0,0
0,CASH_IN,607.99,C002846,0.0,607.99,C000955,0,0,0,0
0,CASH_IN,987.21,C004932,0.0,987.21,C004087,0,0,0,0
0,PAYMENT,350.23,C003620,1838.46,1488.23,C000603,0,0,0,0
0,PAYMENT,727.49,C003158,17954.35,17226.859999999997,C001480,0,0,0,0
0,TRANSFER,3525.53,C002932,0.0,0.0,C002253,0,0,0,0
0,CASH_IN,4336.38,C000661,1730.4,6066.780000000001,C002864,0,0,0,0
0,TRANSFER,7554.87,C002839,0.0,0.0,C002988,0,0,0,0
0,TRANSFER,3551.43,C001857,0.0,0.0,C000227,0,0,0,0
0,PAYMENT,455.84,C002729,1404.27,948.4300000000001,C002148,0,0,0,0
0,DEBIT,507.79,C003849,2558.62,2050.83,C004394,0,0,0,0
0,CASH_OUT,3711.16,C001049,0.0,0.0,C003509,0,0,0,0
0,CASH_OUT,11784.12,C000915,1598.49,0.0,C001642,0,0,1,1
0,PAYMENT,1104.97,C001944,3993.9999999999995,2889.0299999999997,C000948,0,0,0,0
0,CASH_OUT,1200.19,C004508,952.93,0.0,C001716,0,0,0,0
0,CASH_IN,2151.87,C003626,0.0,2151.87,C001606,0,0,1,0
0,CASH_IN,754.39,C003159,0.0,754.39,C001127,0,0,0,0
0,PAYMENT,1669.26,C003808,964.4900000000036,0.0,C000627,0,0,0,0
0,CASH_IN,3244.71,C000675,103342.99,106587.70000000001,C001374,0,0,0,0
0,CASH_OUT,888.83,C000280,0.0,0.0,C001221,0,0,0,0
0,CASH_OUT,2601.14,C003914,0.0,0.0,C001842,0,0,0,0
0,CASH_IN,586.75,C002688,1987.7800000000004,2574.5300000000007,C001026,0,0,0,0
0,PAYMENT,6336.23,C004475,1605.04,0.0,C001500,0,0,1,0
0,PAYMENT,1005.38,C002853,0.0,0.0,C004962,0,0,0,0
0,CASH_OUT,6431.91,C003983,5000.0,0.0,C003903,0,0,0,0
0,PAYMENT,9238.71,C000233,110562.18999999999,101323.47999999998,C004590,0,0,1,0
0,PAYMENT,1102.54,C004885,0.0,0.0,C000823,0,0,0,0
0,TRANSFER,10039.15,C000019,0.0,0.0,C002367,0,0,0,1
0,CASH_OUT,5601.48,C003459,0.0,0.0,C003481,0,0,0,0
0,CASH_OUT,2222.28,C000649,0.0,0.0,C002441,0,0,0,0
0,CASH_OUT,4016.6,C004990,1573.4399999999998,0.0,C001981,0,0,0,0
1,CASH_OUT,2942.21,C001798,0.0,0.0,C001564,0,0,0,0
1,TRANSFER,10659.91,C000456,0.0,0.0,C002416,0,0,0,1
1,CASH_IN,1097.88,C001530,32159.69999999999,33257.57999999999,C000173,0,0,0,0
1,PAYMENT,940.61,C001749,0.0,0.0,C002459,0,0,0,0
1,CASH_OUT,11066.89,C001952,19187.989999999998,8121.0999999999985,C002585,0,0,1,1
1,PAYMENT,1299.55,C000308,7904.62,6605.07,C002180,0,0,0,0
1,DEBIT,328.25,C003531,603.53,275.28,C001283,0,0,0,0
1,CASH_OUT,4229.38,C003992,40430.2,36200.82,C004873,0,0,0,0
1,TRANSFER,12092.82,C001161,1938.77,0.0,C003499,0,0,1,1
1,TRANSFER,18419.76,C000292,0.0,0.0,C000620,0,0,1,1
1,CASH_OUT,6236.51,C003222,0.0,0.0,C002376,0,0,0,0
1,CASH_IN,1646.9,C004167,0.0,1646.9,C003516,0,0,0,0
1,TRANSFER,6447.35,C002090,0.0,0.0,C001659,0,0,1,0
1,CASH_IN,2419.94,C004969,2358.47,4778.41,C002070,0,0,0,0
1,CASH_OUT,6473.14,C003862,1552.42,0.0,C001361,0,0,1,0
1,CASH_IN,4320.89,C001366,2761.34,7082.2300000000005,C003046,0,0,0,0
1,CASH_IN,2093.48,C002434,0.0,2093.48,C004991,0,0,0,0
1,PAYMENT,528.67,C003860,7343.95,6815.28,C003279,0,0,0,0
1,CASH_OUT,1188.72,C002569,0.0,0.0,C003919,0,0,0,0
1,PAYMENT,1299.73,C003473,0.0,0.0,C001592,0,0,0,0
1,CASH_OUT,3749.07,C004371,0.0,0.0,C003149,0,0,0,0
1,CASH_OUT,1054.09,C002394,0.0,0.0,C003459,0,0,0,0
1,TRANSFER,9592.78,C004504,0.0,0.0,C001325,0,0,0,0
1,PAYMENT,2666.48,C001984,4020.949999999999,1354.469999999999,C003936,0,0,0,0
1,CASH_OUT,6761.67,C000261,22360.19,15598.519999999999,C004540,0,0,1,0
1,CASH_IN,1139.25,C002617,0.0,1139.25,C001028,0,0,0,0
1,TRANSFER,10007.49,C003107,616.6,0.0,C001896,0,0,0,1
1,PAYMENT,3992.79,C000000,0.0,0.0,C004584,0,0,0,0
1,PAYMENT,656.76,C004914,0.0,0.0,C004090,0,0,0,0
1,CASH_IN,996.26,C001774,0.0,996.26,C004983,0,0,0,0
1,PAYMENT,302.84,C002311,20591.85,20289.01,C000823,0,0,0,0
1,CASH_OUT,3568.46,C003391,0.0,0.0,C003406,0,0,0,0
1,TRANSFER,10141.84,C001842,23566.690000000006,13424.850000000006,C000469,0,0,0,1
1,PAYMENT,2755.69,C001135,0.0,0.0,C004239,0,0,0,0
1,TRANSFER,7132.4,C004045,2856.81,0.0,C002339,0,0,0,0
1,CASH_IN,940.5,C001468,448.83,1389.33,C002937,0,0,0,0
1,DEBIT,260.63,C004109,0.0,0.0,C003615,0,0,0,0
1,TRANSFER,8079.07,C004555,0.0,0.0,C004616,0,0,0,0
1,CASH_OUT,4938.29,C000600,659.23,0.0,C003587,0,0,0,0
1,PAYMENT,190.28,C003654,0.0,0.0,C000502,0,0,0,0
1,CASH_IN,1035.1,C002377,3702.4700000000007,4737.570000000001,C002941,0,0,0,0
1,TRANSFER,14212.35,C000874,0.0,0.0,C000932,0,0,1,1
1,PAYMENT,1394.18,C002876,0.0,0.0,C001699,0,0,0,0
1,PAYMENT,5000.0,C001495,0.0,0.0,C003396,0,0,0,0
1,PAYMENT,525.04,C003184,2805.49,2280.45,C001750,0,0,0,0
1,PAYMENT,2938.61,C002091,0.0,0.0,C004125,0,0,0,0
1,CASH_IN,2092.91,C001024,0.0,2092.91,C002984,0,0,0,0
1,PAYMENT,3079.87,C002744,8508.48,5428.61,C002519,0,0,0,0
1,CASH_IN,823.08,C002743,50187.829999999994,51010.909999999996,C003596,0,0,0,0
1,CASH_OUT,5269.56,C001690,1637.3,0.0,C002070,0,0,0,0
1,CASH_IN,3205.19,C003051,0.0,3205.19,C002886,0,0,1,0
1,CASH_IN,730.11,C001331,0.0,730.11,C002412,0,0,0,0
1,TRANSFER,6581.44,C000480,0.0,0.0,C003674,0,0,0,0
1,TRANSFER,4116.18,C001798,0.0,0.0,C000999,0,0,0,0
1,CASH_IN,1255.83,C002098,3075.4300000000003,4331.26,C000557,0,0,0,0
1,CASH_OUT,2500.21,C001423,47944.36999999998,45444.15999999998,C002293,0,0,0,0
1,CASH_IN,5000.0,C004838,0.0,5000.0,C004845,0,0,0,0
1,PAYMENT,5000.0,C001030,0.0,0.0,C001341,0,0,0,0
1,PAYMENT,318.05,C003467,0.0,0.0,C001485,0,0,0,0
1,TRANSFER,2228.22,C004431,0.0,0.0,C003600,0,0,0,0
1,CASH_IN,3780.88,C000915,0.0,3780.88,C001207,0,0,0,0
1,TRANSFER,3161.84,C000379,839.1399999999999,0.0,C000414,0,0,0,0
1,PAYMENT,2437.63,C001975,35129.53,32691.899999999998,C003812,0,0,0,0
1,PAYMENT,654.97,C003297,0.0,0.0,C001632,0,0,0,0
1,TRANSFER,12510.77,C003586,40.940000000000055,0.0,C004088,0,0,0,1
1,CASH_IN,874.41,C002102,0.0,874.41,C002392,0,0,0,0
1,CASH_OUT,3267.09,C004570,4757.0599999999995,1489.9699999999993,C001853,0,0,0,0
1,PAYMENT,1772.49,C000546,0.0,0.0,C004074,0,0,0,0
1,PAYMENT,903.0,C003123,5000.0,4097.0,C001260,0,0,0,0
1,CASH_IN,849.21,C001316,0.0,849.21,C001245,0,0,0,0
1,CASH_OUT,740.72,C000262,11669.63,10928.91,C004644,0,0,0,0
1,PAYMENT,705.76,C003210,0.0,0.0,C002147,0,0,0,0
1,PAYMENT,3225.72,C003756,17976.269999999997,14750.549999999997,C003989,0,0,0,0
1,CASH_IN,2917.62,C002837,0.0,2917.62,C001320,0,0,0,0
1,PAYMENT,221.95,C000064,64492.36,64270.41,C003702,0,0,0,0
1,CASH_IN,3379.09,C001486,569.7200000000007,3948.810000000001,C001030,0,0,0,0
1,CASH_OUT,4207.75,C003400,2670.94,0.0,C004346,0,0,0,0
1,PAYMENT,623.04,C002861,0.0,0.0,C000059,0,0,0,0
1,TRANSFER,2424.6,C001779,430.0599999999997,0.0,C004225,0,0,0,0
1,PAYMENT,760.95,C004651,0.0,0.0,C000554,0,0,0,0
1,TRANSFER,7681.33,C001680,0.0,0.0,C001768,0,0,0,0
1,PAYMENT,2935.04,C002014,854.79,0.0,C000890,0,0,0,0
1,PAYMENT,879.84,C000539,0.0,0.0,C000683,0,0,0,0
1,TRANSFER,18899.4,C000090,0.0,0.0,C002707,0,0,1,1
1,PAYMENT,2085.93,C002899,58269.01,56183.08,C002229,0,0,0,0
1,PAYMENT,1689.12,C004784,0.0,0.0,C004420,0,0,0,0
1,CASH_OUT,2144.71,C002389,0.0,0.0,C003154,0,0,0,0
1,CASH_OUT,1911.34,C003637,11654.02,9742.68,C002061,0,0,0,0
1,CASH_OUT,6156.77,C001459,315.4,0.0,C001894,0,0,0,0
1,CASH_OUT,905.99,C003122,18794.939999999995,17888.949999999993,C003979,0,0,0,0
1,TRANSFER,15916.05,C002805,930.72,0.0,C004071,0,0,0,1
1,TRANSFER,1708.26,C000848,0.0,0.0,C002870,0,0,0,0
1,CASH_OUT,1284.05,C003242,3763.16,2479.1099999999997,C003252,0,0,0,0
1,PAYMENT,1398.42,C004351,0.0,0.0,C001332,0,0,0,0
1,TRANSFER,13066.13,C003467,0.0,0.0,C004637,0,0,0,1
1,PAYMENT,635.7,C001322,2163.83,1528.1299999999999,C003842,0,0,0,0
1,PAYMENT,750.18,C001762,0.0,0.0,C003619,0,0,0,0
1,TRANSFER,9631.61,C001851,0.0,0.0,C002993,0,0,0,0
1,CASH_OUT,1940.55,C003671,2152.1,211.54999999999995,C001629,0,0,0,0
1,CASH_OUT,3399.27,C004491,2058.630000000001,0.0,C004882,0,0,0,0
1,TRANSFER,8403.04,C002627,5833.849999999997,0.0,C003257,0,0,0,0
1,CASH_OUT,1146.72,C000915,0.0,0.0,C001996,0,0,0,0
1,TRANSFER,10926.15,C000501,0.0,0.0,C000387,0,0,0,1
1,CASH_OUT,9919.49,C004842,236.5699999999997,0.0,C002155,0,0,0,0
1,CASH_OUT,2392.04,C001915,0.0,0.0,C003518,0,0,1,0
1,PAYMENT,1400.84,C004992,0.0,0.0,C001117,0,0,0,0
1,TRANSFER,11850.37,C004144,0.0,0.0,C000140,0,0,0,1
1,TRANSFER,5274.89,C000898,10199.160000000003,4924.270000000003,C004586,0,0,0,0
1,DEBIT,1078.53,C003150,0.0,0.0,C000503,0,0,1,0
1,CASH_OUT,5626.29,C001862,0.0,0.0,C001225,0,0,1,0
1,PAYMENT,1058.05,C004406,0.0,0.0,C001490,0,0,0,0
1,PAYMENT,738.45,C002418,0.0,0.0,C003863,0,0,0,0
1,PAYMENT,2801.94,C003989,0.0,0.0,C002073,0,0,1,0
1,PAYMENT,226.94,C002508,1648.749999999999,1421.809999999999,C003087,0,0,0,0
1,TRANSFER,3057.03,C003606,0.0,0.0,C002069,0,0,0,0
1,PAYMENT,1029.66,C003271,717.41,0.0,C004220,0,0,0,0
1,PAYMENT,5000.0,C002725,0.0,0.0,C000445,0,0,0,0
1,PAYMENT,2461.2,C001402,2261.49,0.0,C001478,0,0,0,0
1,PAYMENT,2112.93,C003392,3249.62,1136.69,C004067,0,0,0,0
1,CASH_OUT,2505.51,C004565,10351.189999999999,7845.6799999999985,C002016,0,0,0,0
1,DEBIT,553.87,C004586,0.0,0.0,C003217,0,0,0,0
1,CASH_OUT,4034.87,C000377,0.0,0.0,C004149,0,0,0,0
1,CASH_OUT,3805.24,C001962,0.0,0.0,C001072,0,0,0,0
1,TRANSFER,4835.12,C004471,5568.170000000001,733.0500000000011,C002783,0,0,0,0
1,CASH_OUT,6084.56,C002738,775.41,0.0,C001495,0,0,0,0
1,CASH_OUT,2059.49,C002672,0.0,0.0,C003559,0,0,0,0
1,CASH_IN,988.8,C000148,0.0,988.8,C001472,0,0,0,0
1,CASH_OUT,4776.54,C002367,0.0,0.0,C004897,0,0,0,0
1,CASH_IN,1102.07,C001585,3882.47,4984.54,C000966,0,0,0,0
1,CASH_OUT,5307.99,C004139,2511.34,0.0,C001080,0,0,0,0
1,TRANSFER,2075.73,C004010,0.0,0.0,C002129,0,0,0,0
1,TRANSFER,7894.38,C002595,1409.06,0.0,C002043,0,0,0,0
1,DEBIT,340.34,C003717,0.0,0.0,C004598,0,0,0,0
1,PAYMENT,1806.49,C001677,0.0,0.0,C002261,0,0,0,0
1,TRANSFER,3414.48,C002578,0.0,0.0,C001304,0,0,0,0
1,PAYMENT,493.71,C003533,0.0,0.0,C003950,0,0,0,0
2,PAYMENT,1536.5,C003881,0.0,0.0,C004689,0,0,0,0
2,PAYMENT,1122.68,C001434,1321.17,198.49,C002119,0,0,0,0
2,CASH_OUT,1111.68,C001120,0.0,0.0,C001592,0,0,0,0
2,PAYMENT,1599.72,C001598,14365.539999999999,12765.82,C001730,0,0,0,0
2,CASH_OUT,560.54,C001074,0.0,0.0,C001843,0,0,0,0
2,CASH_OUT,964.98,C002342,0.0,0.0,C003925,0,0,0,0
2,TRANSFER,6397.0,C004890,0.0,0.0,C000527,0,0,0,0
2,CASH_IN,2165.91,C003594,22292.27,24458.18,C000572,0,0,0,0
2,CASH_OUT,4197.5,C002400,3189.7400000000002,0.0,C002982,0,0,0,0
2,PAYMENT,912.31,C000356,0.0,0.0,C003694,0,0,0,0
2,CASH_OUT,1658.98,C002183,2899.730000000003,1240.7500000000032,C004375,0,0,0,0
2,CASH_OUT,2560.35,C002531,0.0,0.0,C002478,0,0,0,0
2,CASH_IN,4930.02,C002461,2332.89,7262.91,C002752,0,0,0,0
2,CASH_IN,992.04,C002498,6926.780000000001,7918.820000000001,C002240,0,0,0,0
2,CASH_OUT,5783.67,C002039,0.0,0.0,C001988,0,0,0,0
2,CASH_OUT,1158.97,C000769,0.0,0.0,C002571,0,0,0,0
2,CASH_IN,642.01,C001258,0.0,642.01,C001690,0,0,0,0
2,CASH_OUT,1458.68,C002667,0.0,0.0,C002711,0,0,0,0
2,TRANSFER,5624.03,C002286,0.0,0.0,C000817,0,0,0,0
2,CASH_IN,1407.99,C001311,0.0,1407.99,C004986,0,0,0,0
2,PAYMENT,1124.28,C003112,0.0,0.0,C002359,0,0,0,0
2,PAYMENT,716.71,C000129,0.0,0.0,C001838,0,0,0,0
2,CASH_IN,1261.56,C001669,15149.340000000002,16410.9,C003192,0,0,0,0
2,TRANSFER,4403.48,C001855,0.0,0.0,C003788,0,0,0,0
2,CASH_IN,1717.4,C002461,0.0,1717.4,C003076,0,0,0,0
2,CASH_OUT,2282.1,C002765,0.0,0.0,C000172,0,0,0,0
2,CASH_IN,1343.14,C001022,1815.0099999999998,3158.1499999999996,C001755,0,0,0,0
2,CASH_IN,2256.08,C001784,10360.51,12616.59,C004251,0,0,0,0
2,PAYMENT,4685.91,C002532,906.41,0.0,C001168,0,0,0,0
2,TRANSFER,3413.63,C002649,2073.86,0.0,C002740,0,0,0,0
2,PAYMENT,735.89,C002419,1302.7099999999996,566.8199999999996,C001098,0,0,0,0
2,DEBIT,737.66,C003050,3669.6499999999996,2931.99,C001899,0,0,0,0
2,CASH_IN,2220.18,C003841,0.0,2220.18,C002987,0,0,0,0
2,DEBIT,211.85,C001168,1382.1499999999996,1170.2999999999997,C001775,0,0,0,0
2,CASH_IN,1160.72,C002627,0.0,1160.72,C000500,0,0,0,0
2,PAYMENT,3726.93,C004972,8625.73,4898.799999999999,C001280,0,0,0,0
2,CASH_OUT,2180.35,C004205,0.0,0.0,C001636,0,0,0,0
2,CASH_IN,355.35,C002529,0.0,355.35,C000111,0,0,0,0
2,PAYMENT,5000.0,C003128,4897.83,0.0,C004345,0,0,0,0
2,CASH_OUT,325.26,C004914,0.0,0.0,C001229,0,0,0,0
2,PAYMENT,1844.69,C000466,8110.83,6266.139999999999,C001650,0,0,0,0
2,PAYMENT,827.47,C003159,0.0,0.0,C004537,0,0,0,0
2,TRANSFER,13659.14,C000256,0.0,0.0,C004024,0,0,1,1
2,PAYMENT,963.64,C000504,2385.74,1422.1,C001349,0,0,0,0
2,PAYMENT,741.84,C002409,0.0,0.0,C001617,0,0,0,0
2,CASH_OUT,2716.84,C004476,0.0,0.0,C000099,0,0,0,0
2,PAYMENT,845.59,C004825,0.0,0.0,C004652,0,0,0,0
2,PAYMENT,1194.32,C003023,0.0,0.0,C003010,0,0,0,0
2,TRANSFER,2688.62,C002724,0.0,0.0,C003131,0,0,0,0
2,CASH_IN,357.89,C001439,751.96,1109.85,C003161,0,0,0,0
2,PAYMENT,2462.07,C004011,7059.91,4597.84,C003741,0,0,0,0
2,CASH_OUT,1939.59,C003146,0.0,0.0,C004885,0,0,0,0
2,CASH_OUT,3133.63,C004537,0.0,0.0,C001392,0,0,0,0
2,CASH_IN,3121.4,C003014,1205.15,4326.55,C002337,0,0,0,0
2,CASH_OUT,3193.77,C001397,0.0,0.0,C004024,0,0,0,0
2,PAYMENT,1938.06,C002839,0.0,0.0,C003729,0,0,0,0
2,CASH_IN,1422.35,C003852,42374.57,43796.92,C003781,0,0,0,0
2,DEBIT,310.84,C002814,0.0,0.0,C000640,0,0,0,0
2,PAYMENT,947.35,C001146,530.5000000000018,0.0,C002968,0,0,0,0
2,PAYMENT,866.84,C002208,12440.33,11573.49,C002355,0,0,0,0
2,CASH_OUT,13584.22,C000416,926.08,0.0,C003708,0,0,1,1
2,CASH_IN,1647.99,C004120,0.0,1647.99,C004288,0,0,0,0
2,CASH_OUT,2040.57,C002055,23766.899999999998,21726.329999999998,C000405,0,0,0,0
2,TRANSFER,9076.46,C000893,0.0,0.0,C004619,0,0,1,0
2,TRANSFER,12746.19,C001927,64284.259999999995,51538.06999999999,C004574,0,0,0,1
2,DEBIT,1260.71,C000839,0.0,0.0,C000351,0,0,0,0
2,CASH_OUT,2925.97,C004958,0.0,0.0,C003376,0,0,0,0
2,DEBIT,507.45,C003770,2308.79,1801.34,C002131,0,0,0,0
2,CASH_OUT,6927.15,C004889,0.0,0.0,C000757,0,0,1,0
2,CASH_IN,555.3,C000505,374.57,929.8699999999999,C000681,0,0,0,0
2,PAYMENT,2948.65,C004467,9653.27,6704.620000000001,C003912,0,0,0,0
2,PAYMENT,128.12,C004517,0.0,0.0,C003349,0,0,0,0
2,CASH_OUT,2181.67,C001667,0.0,0.0,C003843,0,0,0,0
2,CASH_IN,314.01,C001640,0.0,314.01,C002499,0,0,0,0
2,CASH_IN,1883.28,C003450,848.9599999999996,2732.24,C002370,0,0,0,0
2,CASH_IN,584.37,C002846,1595.06,2179.43,C003438,0,0,0,0
2,CASH_OUT,1552.63,C002878,11212.21,9659.579999999998,C002551,0,0,0,0
2,CASH_OUT,3594.27,C001021,0.0,0.0,C004157,0,0,0,0
2,CASH_IN,562.41,C000337,0.0,562.41,C003596,0,0,0,0
2,PAYMENT,901.86,C002019,0.0,0.0,C001992,0,0,0,0
2,CASH_OUT,4687.7,C000420,569.1000000000004,0.0,C002387,0,0,1,0
2,CASH_IN,705.61,C000769,0.0,705.61,C000436,0,0,0,0
2,TRANSFER,8114.2,C002285,835.3,0.0,C004356,0,0,0,0
2,PAYMENT,1564.51,C004884,0.0,0.0,C004202,0,0,0,0
2,CASH_OUT,5380.01,C003776,0.0,0.0,C003076,0,0,0,0
2,CASH_IN,412.47,C003903,0.0,412.47,C002353,0,0,0,0
2,PAYMENT,1291.56,C004622,0.0,0.0,C003297,0,0,0,0
2,CASH_OUT,4023.38,C002408,2702.52,0.0,C004197,0,0,0,0
